자치구,안심 주소,용도,위도,경도,수량,데이터기준일자
양천구,서울특별시 양천구 신정동 중앙로 266 ,방범,37.520623,126.853572,3,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로45길 2 ,방범,37.520656,126.851013,3,2021-01-29
양천구,서울특별시 양천구 신정동 신목로12길 13 ,방범,37.520668,126.875021,3,2021-01-29
양천구,서울특별시 양천구 신월동 지양로11길 23 금강주택,방범,37.520717,126.831665,3,2021-01-29
양천구,서울특별시 양천구 신정동 신목로 58 ,방범,37.52075,126.873778,4,2021-01-29
양천구,서울특별시 양천구 신정동 은행정로5길 36 ,방범,37.52079,126.85559,3,2021-01-29
양천구,서울특별시 양천구 신월동 신월로 212 ,방범,37.52081,126.84695,3,2021-01-29
양천구,서울특별시 양천구 신월동 지양로7길 24 이화주택,방범,37.52087,126.83061,3,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로29나길 5 ,방범,37.52092852,126.8497317,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로 165 양천세무서,방범,37.520931,126.870718,2,2021-01-29
양천구,서울특별시 양천구 신정동 은행정로5길 32 ,방범,37.520948,126.856913,3,2021-01-29
양천구,서울특별시 양천구 신정동 목동서로 287 동문비젼오피스텔,방범,37.521061,126.868611,4,2021-01-29
양천구,서울특별시 양천구 신월동 지양로11길 13 ,방범,37.521066,126.83149,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로70길 9 이룸하우스,방범,37.5210934,126.83654,4,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 362 ,방범,37.521101,126.8611519,4,2021-01-29
양천구,신정동 1296,방범,37.52110622,126.8722909,4,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 332 ,방범,37.521125,126.858116,5,2021-01-29
양천구,신정동 312,방범,37.52114,126.86588,3,2021-01-29
양천구,서울특별시 양천구 신정동 신목로12길 13 ,방범,37.52116,126.875846,4,2021-01-29
양천구,서울특별시 양천구 신월동 지양로11길 9 ,방범,37.521244,126.832817,5,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 28 미진아트빌,방범,37.52129,126.84299,4,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 354 ,방범,37.521383,126.860567,3,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 28 미진아트빌,방범,37.5214092,126.842628,2,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로29길 108 대성유니드아파트,방범,37.5214218,126.8488081,1,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 370 ,방범,37.5215944,126.862236,5,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 268 양천소방서 신정119안전센터,방범,37.521653,126.850028,2,2021-01-29
양천구,서울특별시 양천구 신월동 지양로11길 16 대성주택,방범,37.52166,126.83051,4,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 370 ,방범,37.521729,126.862301,1,2021-01-29
양천구,서울특별시 양천구 신정동 신목로12길 13 ,방범,37.521772,126.875609,3,2021-01-29
양천구,서울특별시 양천구 신월동 신월로27길 36 ,방범,37.5218027,126.8440748,3,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로29길 108 대성유니드아파트,방범,37.5219027,126.848714,1,2021-01-29
양천구,서울특별시 양천구 신월동 지양로17길 31 ,방범,37.521921,126.826851,3,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 309 ,방범,37.521927,126.85568,3,2021-01-29
양천구,서울특별시 양천구 신월동 신월로 209 ,방범,37.521934,126.845016,4,2021-01-29
양천구,서울특별시 양천구 신월동 지양로17길 27 ,방범,37.521991,126.827507,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로12길 46 ,방범,37.5220255,126.876487,2,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로71길 9 ,방범,37.52203,126.838803,5,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로29길 120 정은스카이빌,방범,37.52203,126.84774,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로24길 19 ,방범,37.52207,126.85342,4,2021-01-29
양천구,서울특별시 양천구 신정동 신목로 81 ,방범,37.52207,126.87481,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로32길 23 ,방범,37.52211453,126.856602,5,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로 294 명성빌딩,방범,37.52213,126.85162,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로24길 19 ,방범,37.52217,126.85453,4,2021-01-29
양천구,서울특별시 양천구 신월동 지양로 73 ,방범,37.522244,126.833884,5,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 52 ,방범,37.52226,126.843342,5,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로12길 54 ,방범,37.5222624,126.877225,5,2021-01-29
양천구,서울특별시 양천구 신정동 오목로40길 19 건향빌라,방범,37.5223615,126.857975,3,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 264 ,방범,37.5223886,126.8507599,5,2021-01-29
양천구,서울특별시 양천구 신정동 신월로 347 빕스신정점,방범,37.52241411,126.8594355,2,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로69길 1 ,방범,37.52248,126.83767,2,2021-01-29
양천구,서울특별시 양천구 신월동 지양로 163 ,방범,37.52253,126.82546,3,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로 290 ,방범,37.5225341,126.8525384,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로12길 38 목동그린빌라트,방범,37.5226199,126.875689,1,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로12길 38 목동그린빌라트,방범,37.5226481,126.875626,3,2021-01-29
양천구,서울특별시 양천구 신정동 신월로35길 1 ,방범,37.522682,126.858226,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로71길 9 ,방범,37.522732,126.838515,5,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로29길 120 정은스카이빌,방범,37.52273619,126.8475548,5,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 76 신성미소지움,방범,37.522737,126.846242,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 510 ,방범,37.522742,126.836902,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동동로12길 38 목동그린빌라트,방범,37.52276,126.87589,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로24길 19 ,방범,37.52277,126.85435,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로66길 17 ,방범,37.522773,126.834762,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로24길 19 ,방범,37.52283,126.85346,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로32길 23 ,방범,37.52294,126.856469,5,2021-01-29
양천구,서울특별시 양천구 신정동 중앙로45길 42 정은스카이빌2,방범,37.522944,126.848602,3,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 39 준우,방범,37.522958,126.841169,5,2021-01-29
양천구,서울특별시 양천구 신정동 오목로24길 3 ,방범,37.52301,126.852242,5,2021-01-29
양천구,서울특별시 양천구 신월동 지양로15길 9 ,방범,37.52302,126.83082,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 148 태성빌라,방범,37.52302,126.85456,2,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 100 ,방범,37.52304,126.84993,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로38길 13 ,방범,37.5230949,126.8577693,3,2021-01-29
양천구,서울특별시 양천구 신정동 목동로11길 16 ,방범,37.523114,126.862005,3,2021-01-29
양천구,서울특별시 양천구 신월동 오목로11길 9 우정쉐르빌,방범,37.523195,126.844729,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로32길 13 ,방범,37.523218,126.855363,5,2021-01-29
양천구,서울특별시 양천구 신월동 오목로11길 9 일광월드맨션,방범,37.5232227,126.8432226,4,2021-01-29
양천구,서울특별시 양천구 목동 신목로 100 ,방범,37.523255,126.876159,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로66길 8 ,방범,37.52331,126.83411,5,2021-01-29
양천구,서울특별시 양천구 신월동 지양로 91 ,방범,37.5233104,126.831731,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로32길 13 ,방범,37.523319,126.855431,2,2021-01-29
양천구,서울특별시 양천구 목동 신목로 93 ,방범,37.52333,126.87419,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 148 ,방범,37.52335,126.853787,4,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로 309 신월2동우체국,방범,37.523359,126.850501,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로38길 13 ,방범,37.52349,126.85711,2,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 35 ,방범,37.523501,126.84232,4,2021-01-29
양천구,서울특별시 양천구 신월동 오목로 77 ,방범,37.523601,126.846076,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동로11길 9 ,방범,37.523612,126.86348,1,2021-01-29
양천구,서울특별시 양천구 목동 목동로 170 진명여고,방범,37.523668,126.865105,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 502 ,방범,37.5237214,126.835572,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로12길 17 ,방범,37.52374,126.87393,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 502 ,방범,37.523772,126.835038,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 503 ,방범,37.523794,126.83678,4,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 206 ,방범,37.523845,126.872993,5,2021-01-29
양천구,서울특별시 양천구 신월동 지양로10길 5 ,방범,37.523939,126.833554,3,2021-01-29
양천구,서울특별시 양천구 신정동 은행정로11가길 1 ,방범,37.52394,126.85817,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로32길 13 ,방범,37.523944,126.85569,5,2021-01-29
양천구,서울특별시 양천구 신정동 목동로 163 이스타팰리스,방범,37.523985,126.864056,5,2021-01-29
양천구,서울특별시 양천구 신월동 지양로 131 ,방범,37.52399,126.82845,5,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 141 ,방범,37.5240042,126.8532859,4,2021-01-29
양천구,서울특별시 양천구 신월동 오목로13길 16 ,방범,37.524069,126.845694,3,2021-01-29
양천구,신월동 496,방범,37.524105,126.84926,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 148 ,방범,37.524131,126.854667,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 121 양천효병원,방범,37.524141,126.85172,4,2021-01-29
양천구,서울특별시 양천구 목동 오목로 359 무중력지대 양천,방범,37.52414441,126.8771356,5,2021-01-29
양천구,서울특별시 양천구 목동 오목로 300 현대하이페리온2,방범,37.52416,126.87033,4,2021-01-29
양천구,서울특별시 양천구 신월동 오목로9길 20 구립당곡경로당,방범,37.524177,126.842712,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로40길 2 ,방범,37.524196,126.857552,4,2021-01-29
양천구,서울특별시 양천구 신월동 지양로 102 ,방범,37.524265,126.831474,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 208 연지프로빌2차,방범,37.5242868,126.872022,4,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 47 미주팰리스,방범,37.524307,126.841148,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 206 정선학원,방범,37.52431,126.871521,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 495 휴먼파크타운,방범,37.5244815,126.836214,2,2021-01-29
양천구,서울특별시 양천구 신월동 지양로10길 17 ,방범,37.524516,126.833358,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 170 신정동태남프라자,방범,37.524551,126.85646,4,2021-01-29
양천구,서울특별시 양천구 신월동 오목로11길 16 대광교회,방범,37.5245838,126.844577,2,2021-01-29
양천구,서울특별시 양천구 신월동 지양로14길 5 ,방범,37.5246226,126.832858,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 131 ,방범,37.5246739,126.852898,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 121 양천효병원,방범,37.524685,126.851166,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로40길 2 ,방범,37.524705,126.857762,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 148 ,방범,37.52471,126.85445,3,2021-01-29
양천구,서울특별시 양천구 신정동 목동로17길 28 ,방범,37.5248096,126.860399,4,2021-01-29
양천구,서울특별시 양천구 목동 오목로 276 ,방범,37.524861,126.867973,3,2021-01-29
양천구,서울특별시 양천구 신월동 오목로11길 17 ,방범,37.524899,126.843913,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로67길 14 살기좋은집,방범,37.52492096,126.8370274,3,2021-01-29
양천구,서울특별시 양천구 신정동 은행정로 47 ,방범,37.5249502,126.8590511,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 121 양천효병원,방범,37.52499,126.85178,5,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 226 ,방범,37.52503,126.87321,4,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로 329 ,방범,37.5250479,126.849758,1,2021-01-29
양천구,서울특별시 양천구 신월동 오목로9길 33 ,방범,37.525133,126.84217,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로6길 17 재성빌,방범,37.52520475,126.8527991,2,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 149 블루움,방범,37.525211,126.853462,4,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 20 ,방범,37.5253,126.83773,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 221 ,방범,37.525315,126.8628514,4,2021-01-29
양천구,서울특별시 양천구 신월동 오목로15길 32 승윤노블리안아파트,방범,37.525346,126.846209,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로4길 17 ,방범,37.52539,126.85101,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 149 ,방범,37.5254405,126.854827,2,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 38 ,방범,37.525486,126.83924,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 167 운성빌딩,방범,37.525525,126.856286,4,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 149 블루움,방범,37.525599,126.853127,5,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로64길 37 그랜드비스타,방범,37.525624,126.832771,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 226 ,방범,37.525661,126.873519,3,2021-01-29
양천구,서울특별시 양천구 신정동 오목로 232 보성팰리스,방범,37.525834,126.863671,4,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로 329 ,방범,37.525839,126.849195,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 262 ,방범,37.52586,126.87548,4,2021-01-29
양천구,서울특별시 양천구 신정동 은행정로 67 예인빌딩,방범,37.5258907,126.858048,2,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 76 ,방범,37.52608,126.86094,6,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로64길 23 금강아파트,방범,37.52609,126.83362,2,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로10길 12 ,방범,37.526117,126.852645,4,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로10길 12 ,방범,37.526139,126.852767,4,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로55길 22 진영이례맨션,방범,37.5261485,126.846705,2,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로12길 7 ,방범,37.526383,126.854843,5,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 58 흥영주상복합빌딩,방범,37.526433,126.858861,5,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 82 ,방범,37.526463,126.844784,1,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로51가길 15 ,방범,37.526528,126.847936,5,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로10길 9 센츄리빌,방범,37.52655,126.85383,4,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 93 ,방범,37.526582,126.862949,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로10길 12 ,방범,37.52661117,126.8529856,2,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 23 ,방범,37.52666,126.837036,4,2021-01-29
양천구,서울특별시 양천구 신월동 중앙로55길 22 진영이례맨션,방범,37.526709,126.846142,4,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 1 ,방범,37.526748,126.835939,3,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 29 신월빌딩,방범,37.52676,126.838549,5,2021-01-29
양천구,서울특별시 양천구 신정동 오목로37길 12 ,방범,37.526855,126.856071,5,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 144 ,방범,37.527041,126.851716,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 24 동양부로미아파트,방범,37.527075,126.854369,4,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 87 ,방범,37.5270845,126.839468,2,2021-01-29
양천구,서울특별시 양천구 신월동 국회대로 120 ,방범,37.527099,126.848098,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 25 오색아트빌,방범,37.527114,126.837997,4,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 144 ,방범,37.52716,126.85199,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로2길 34 ,방범,37.527192,126.835586,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 25 오색아트빌,방범,37.52727,126.83715,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 4 ,방범,37.52733,126.852644,3,2021-01-29
양천구,서울특별시 양천구 신정동 목동로23길 14 ,방범,37.527435,126.861839,5,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 57 ,방범,37.52752,126.85819,2,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 144 ,방범,37.52755,126.85155,4,2021-01-29
양천구,서울특별시 양천구 신정동 목동로 213 가로판매대12,방범,37.52756,126.86422,5,2021-01-29
양천구,목동 917-9,방범,37.527618,126.876528,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 33 ,방범,37.527658,126.838997,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로64길 13 ,방범,37.5276622,126.832895,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 37 ,방범,37.527696,126.856694,1,2021-01-29
양천구,서울특별시 양천구 신정동 목동로 207 ,방범,37.5277125,126.8633454,5,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 448 양천소방서 신월119안전센터,방범,37.52773,126.83388,3,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 29 ,방범,37.527927,126.855827,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로6길 25 ,방범,37.527928,126.836696,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로2길 34 ,방범,37.52793,126.83591,5,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 47 ,방범,37.52793,126.85731,4,2021-01-29
양천구,서울특별시 양천구 신정동 신정중앙로 57 ,방범,37.527981,126.858652,4,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 107 ,방범,37.528015,126.838304,5,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 176 ,방범,37.52804,126.85461,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 107 ,방범,37.52812,126.83879,4,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로8길 11 ,방범,37.528215,126.861157,1,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 218 ,방범,37.528265,126.859929,4,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 202 ,방범,37.5283346,126.857064,1,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로8길 11 ,방범,37.528356,126.861967,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로2길 13 ,방범,37.52839922,126.8348693,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 15 ,방범,37.52858,126.83701,4,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 218 ,방범,37.5285977,126.859017,2,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 12 ,방범,37.5287,126.83621,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로2길 13 ,방범,37.528735,126.83405,5,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로8길 11 ,방범,37.5287363,126.8615766,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로10길 15 ,방범,37.528994,126.837028,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로6길 12 미소빌,방범,37.528999,126.835464,5,2021-01-29
양천구,서울특별시 양천구 신정동 국회대로 252 ,방범,37.5290046,126.8632481,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 424 ,방범,37.529007,126.831245,1,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 424 ,방범,37.5293145,126.831985,1,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 29 ,방범,37.52937,126.83604,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 29 ,방범,37.52942,126.83694,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 48 ,방범,37.529427,126.838236,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 12 ,방범,37.5296016,126.83403,1,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 424 ,방범,37.529981,126.831293,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 39 ,방범,37.53009993,126.8376464,5,2021-01-29
양천구,서울특별시 양천구 목동 목동서로 143 목동청소년회관,방범,37.530103,126.8756594,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로 7 ,방범,37.5303604,126.833681,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로60길 25 ,방범,37.5307584,126.827554,4,2021-01-29
양천구,서울특별시 양천구 목동 국회대로 265 ,방범,37.530773,126.864723,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로7길 2 JY팰리스,방범,37.530929,126.835858,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 19 ,방범,37.531,126.83249,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 11 목동 대원 칸타빌 2단지아파트,방범,37.5310235,126.866242,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로4길 11 ,방범,37.531079,126.865177,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로56가길 14 ,방범,37.53111,126.82913,3,2021-01-29
양천구,목동 904-2,방범,37.531219,126.873519,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로4길 11 ,방범,37.531287,126.865679,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 11 목동 대원 칸타빌 2단지아파트,방범,37.5314614,126.8668439,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로58길 31 ,방범,37.53159,126.82534,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로5길 14 ,방범,37.5316502,126.834541,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 398 ,방범,37.53166,126.83035,5,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 16 ,방범,37.53166,126.86499,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로54길 20 ,방범,37.5317394,126.8279054,2,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 19 ,방범,37.53178,126.832771,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로40길 69 ,방범,37.531853,126.826948,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 395 ,방범,37.53203,126.83175,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로 21 ,방범,37.532059,126.866184,7,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로11길 29 밀레니엄타운,방범,37.532108,126.835805,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로11길 35 ,방범,37.5322491,126.834611,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로56가길 1 ,방범,37.53241454,126.8295669,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 395 ,방범,37.532443,126.83159,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로3길 24 ,방범,37.532465,126.833096,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로58길 25 ,방범,37.5324693,126.8256068,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로46길 39 ,방범,37.5324803,126.8270756,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로 11 ,방범,37.532487,126.865633,4,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 24 ,방범,37.5324963,126.864464,4,2021-01-29
