자치구,안심 주소,용도,위도,경도,수량,데이터기준일자
양천구,서울특별시 양천구 신월동 남부순환로 395 ,방범,37.532525,126.831382,2,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 380 주차전용빌딩,방범,37.532631,126.828273,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로40길 61 ,방범,37.53265308,126.8264739,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로58길 25 ,방범,37.53267,126.82524,4,2021-01-29
양천구,서울특별시 양천구 목동 목동서로 129 ,방범,37.532861,126.875538,7,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로40길 61 ,방범,37.5328714,126.826111,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 23 목4동치안센터,방범,37.5328905,126.8683998,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 380 주차전용빌딩,방범,37.53296578,126.8281013,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로7길 8 ,방범,37.533127,126.866031,3,2021-01-29
양천구,목동 912-3,방범,37.533294,126.884017,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로58길 9 ,방범,37.5332967,126.824303,2,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 40 ,방범,37.53332,126.83172,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로5길 42 ,방범,37.53334,126.83334,3,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 40 ,방범,37.533417,126.864286,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로40길 37 ,방범,37.5334673,126.827234,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 40 ,방범,37.53348,126.83101,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 39 ,방범,37.533531,126.869186,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로64길 23 한라아트빌,방범,37.533554,126.828987,5,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 372 ,방범,37.5336,126.829,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로3길 20 ,방범,37.533634,126.865318,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로60가길 10 ,방범,37.5336593,126.826914,1,2021-01-29
양천구,목동 905-3,방범,37.53368858,126.8768553,5,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 40 ,방범,37.533702,126.864929,5,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로60가길 10 ,방범,37.533706,126.82592,5,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 34 ,방범,37.5338996,126.8636817,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로11길 55 ,방범,37.534009,126.83397,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로7가길 2 ,방범,37.53412,126.86569,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 360 ,방범,37.53414,126.82854,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 11 ,방범,37.534202,126.868934,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로11길 49 ,방범,37.534203,126.834286,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로56길 21 ,방범,37.534277,126.825339,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로7나길 11 골든빌라,방범,37.5343672,126.8641954,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로56길 32 ,방범,37.5344885,126.826631,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 53 ,방범,37.5345166,126.8300804,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로56길 11 ,방범,37.5345788,126.824478,3,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로11길 49 ,방범,37.53459,126.83448,5,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로1길 53 ,방범,37.534603,126.83049,4,2021-01-29
양천구,목동 911-2,방범,37.534656,126.886469,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로1길 17 ,방범,37.534694,126.867233,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 66 ,방범,37.53471,126.82303,2,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로5길 52 천주교신월1동성당,방범,37.534822,126.832795,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로5길 52 천주교신월1동성당,방범,37.534832,126.832795,1,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로56길 21 ,방범,37.534865,126.825913,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 11 ,방범,37.53487155,126.8687953,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 360 ,방범,37.534928,126.828262,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙서로11길 49 사과나무힐,방범,37.534939,126.866459,4,2021-01-29
양천구,서울특별시 양천구 신월동 곰달래로5길 55 ,방범,37.5349603,126.8314639,2,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 99 ,방범,37.5350423,126.8271803,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 3 ,방범,37.5351314,126.8649949,1,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 355 ,방범,37.535158,126.829812,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로66길 31 정현빌라,방범,37.535269,126.833895,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 8 ,방범,37.535463,126.865015,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 21 ,방범,37.535517,126.86672,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 140 대창스페이스빌나동,방범,37.5355433,126.831543,1,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 8 ,방범,37.535563,126.86559,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 5 ,방범,37.5355693,126.8695309,2,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 91 ,방범,37.535583,126.826213,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 3 ,방범,37.5356,126.864194,5,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 128 ,방범,37.535717,126.830024,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 381 ,방범,37.53575,126.87995,3,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 371 ,방범,37.53577,126.878862,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 140 대창스페이스빌나동,방범,37.535834,126.831508,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로66길 21 ,방범,37.5358759,126.832597,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로66길 31 정현빌라,방범,37.53591,126.83398,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 83 신라이프아파트,방범,37.5359438,126.825559,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 22 ,방범,37.5360508,126.8678397,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 7 ,방범,37.536069,126.8641,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 8 예담리치빌,방범,37.53616776,126.8652768,4,2021-01-29
양천구,목동 902,방범,37.536178,126.877581,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로55길 15 ,방범,37.536205,126.824656,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 334 성우주택,방범,37.53627,126.82725,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로55길 24 신원주택,방범,37.536382,126.825263,4,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 419 ,방범,37.536514,126.883211,5,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 119 ,방범,37.536572,126.829817,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 145 ,방범,37.536707,126.832694,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 7 ,방범,37.5367906,126.8642326,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 8 예담리치빌,방범,37.536876,126.865783,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 8 예담리치빌,방범,37.5369943,126.865217,1,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 149 ,방범,37.537,126.8321,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로33길 16 ,방범,37.537023,126.829074,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로35길 25 우성케이씨빌,방범,37.5371171,126.8313974,3,2021-01-29
양천구,목동 909-4,방범,37.537125,126.8837658,2,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 431 목동우방빌딩,방범,37.5372303,126.8847513,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로3길 30 목동펠리스3,방범,37.5372644,126.8699969,2,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로33길 7 ,방범,37.53732768,126.8284044,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 167 비관광호텔,방범,37.53738,126.83457,2,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로67길 7 ,방범,37.53746,126.830886,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로 325 ,방범,37.5374601,126.827909,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 89 ,방범,37.537498,126.871696,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로33길 16 ,방범,37.5375598,126.8296426,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로67길 7 ,방범,37.53766569,126.8304921,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 149 ,방범,37.537712,126.832298,4,2021-01-29
양천구,서울특별시 양천구 목동 목동서로 31 월촌중학교,방범,37.537725,126.88236,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 42 ,방범,37.5378404,126.8677851,4,2021-01-29
양천구,서울특별시 양천구 목동 목동동로 431 목동우방빌딩,방범,37.5378986,126.8843423,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로3가길 30 ,방범,37.537908,126.864595,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로5길 16 ,방범,37.5379129,126.8654461,3,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로 167 비관광호텔,방범,37.537948,126.834383,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 95 ,방범,37.537982,126.872093,4,2021-01-29
양천구,서울특별시 양천구 신월동 가로공원로67길 12 자라하우스,방범,37.5381467,126.830181,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로10길 12 ,방범,37.5381538,126.86728,1,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 24 청남아파트,방범,37.53815994,126.8295723,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로3길 13 다나빌라트,방범,37.538238,126.868774,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 29 ,방범,37.538316,126.869828,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 39 ,방범,37.538317,126.831159,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 39 ,방범,37.538317,126.831664,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 10 극동늘푸른아파트,방범,37.5383839,126.8711588,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 48 ,방범,37.5384198,126.866601,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로3길 13 다나빌라트,방범,37.538482,126.868164,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 51 ,방범,37.5384961,126.865319,2,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 13 ,방범,37.53854,126.82873,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 221 ,방범,37.538631,126.83358,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 13 ,방범,37.53876,126.828011,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 17 ,방범,37.5388433,126.8701338,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로31길 24 청남아파트,방범,37.53889,126.82944,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로10길 12 ,방범,37.538912,126.867637,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 229 ,방범,37.5389318,126.8329434,4,2021-01-29
양천구,서울특별시 양천구 신월동 화곡로 100 ,방범,37.539157,126.833977,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로9길 21 ,방범,37.539169,126.872863,4,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 102 현정빌딩,방범,37.53921,126.86438,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 68 ,방범,37.539271,126.866256,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로3길 94 다나네스트빌,방범,37.53952,126.86703,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로9길 21 ,방범,37.53963,126.87247,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 61 ,방범,37.539682,126.865411,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로 132 서울월촌초등학교,방범,37.539722,126.875483,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 37 ,방범,37.539847,126.868555,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 68 ,방범,37.5398487,126.866945,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로3길 94 다나네스트빌,방범,37.5398838,126.8676153,2,2021-01-29
양천구,서울특별시 양천구 신월동 화곡로 47 어린이재단 양천별관,방범,37.539911,126.827208,5,2021-01-29
양천구,서울특별시 양천구 신월동 화곡로 64 ,방범,37.53996,126.82954,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 68 ,방범,37.5399703,126.8667129,1,2021-01-29
양천구,서울특별시 양천구 신월동 화곡로 74 ,방범,37.53999,126.83087,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 79 ,방범,37.540045,126.873238,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로7길 82 ,방범,37.5400896,126.8705369,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 42 금호베스트빌,방범,37.54010627,126.87159,5,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 118 엠펠리체,방범,37.5401956,126.8644449,5,2021-01-29
양천구,서울특별시 양천구 신월동 월정로42길 7 강서중앙교회,방범,37.54038,126.83356,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 3 ,방범,37.540428,126.866395,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로29길 25 신월중학교,방범,37.5405465,126.8282258,4,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로27길 5 ,방범,37.540569,126.826952,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 48 목동웨스트빌아파트,방범,37.54063,126.869876,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 57 ,방범,37.5406441,126.8720942,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14길 30 ,방범,37.540732,126.867131,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 57 ,방범,37.54076,126.87265,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로7길 82 ,방범,37.54085,126.87045,1,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 82 다나네스트빌,방범,37.54103,126.86516,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 39 ,방범,37.541094,126.871328,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 7 ,방범,37.54115,126.86614,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로48길 9 삼성쉐르빌8차,방범,37.54122,126.83295,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로20길 55 ,방범,37.541224,126.872784,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 56 ,방범,37.5412744,126.8692632,2,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 281 ,방범,37.541468,126.828834,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 57 ,방범,37.541473,126.868195,3,2021-01-29
양천구,서울특별시 양천구 신월동 남부순환로27길 9 ,방범,37.541545,126.827522,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로 81 ,방범,37.54155,126.86494,1,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 7 ,방범,37.5417014,126.866991,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 7 ,방범,37.54170156,126.866799,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18길 39 ,방범,37.5417522,126.871449,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로18가길 8 ,방범,37.541798,126.870746,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로13길 16 ,방범,37.541801,126.867869,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 7 ,방범,37.541927,126.866744,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로24길 33 목동펠리스빌,방범,37.5420918,126.8712846,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 39 목3동해운공영주차장,방범,37.542112,126.865363,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로19길 40 ,방범,37.542125,126.866339,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 280 서울강신초등학교,방범,37.54214,126.829109,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 283 백송주택,방범,37.54219,126.828224,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 80 ,방범,37.5423,126.87054,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 41 ,방범,37.54234,126.86471,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로19길 22 ,방범,37.54251796,126.8679808,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 39 목3동해운공영주차장,방범,37.5425479,126.8654323,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로24길 33 목동펠리스빌,방범,37.5426189,126.871532,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로26길 39 ,방범,37.5426249,126.8725966,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로28길 52 대명파크빌,방범,37.5427294,126.87384,2,2021-01-29
양천구,신정동 337,방범,37.542731,126.876995,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로19길 40 ,방범,37.542757,126.8662322,4,2021-01-29
양천구,서울특별시 양천구 목동 안양천로 1138 공중화장실,방범,37.5427881,126.8842203,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로19길 22 ,방범,37.5428099,126.867555,1,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로24길 33 목동펠리스빌,방범,37.542876,126.871843,3,2021-01-29
양천구,서울특별시 양천구 신월동 화곡로3길 31 아름다운세상,방범,37.5428905,126.8278177,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로14가길 41 ,방범,37.5429068,126.864702,3,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 142 ,방범,37.54294,126.86353,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16길 47 목동 비바체,방범,37.543091,126.8669,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로16가길 33 서진플로렌스373,방범,37.54312,126.87502,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16길 29 ,방범,37.543178,126.865926,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16길 29 ,방범,37.5435552,126.8650397,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16가길 8 ,방범,37.543582,126.864263,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로16길 57 서울양화초등학교,방범,37.543586,126.87419,3,2021-01-29
양천구,서울특별시 양천구 목동 등촌로 148 ,방범,37.54361,126.86292,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로28길 25 ,방범,37.543647,126.872711,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로13다길 34 ,방범,37.543712,126.88134,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로16가길 33 서진플로렌스373,방범,37.54383,126.875709,5,2021-01-29
양천구,신정동 322,방범,37.543871,126.878257,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 104 구립목2동어린이집,방범,37.5440004,126.8716689,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로13나길 71 ,방범,37.5440902,126.8798334,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16나길 37 금강빌라,방범,37.544109,126.864959,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로27길 10 프린스빌라,방범,37.5441261,126.869223,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로28길 37 현대빌라,방범,37.544152,126.872136,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16다길 32 ,방범,37.544174,126.863639,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로16가길 25 다원슈슈빌,방범,37.544203,126.8759128,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로14길 29 ,방범,37.54437,126.87329,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로8길 120 ,방범,37.5445592,126.8674067,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로20길 7 ,방범,37.54462945,126.8764442,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로13가길 1 ,방범,37.54464,126.88181,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 94 ,방범,37.5447409,126.8702539,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로 102 서연빌라,방범,37.544742,126.874315,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로13나길 20 본각사,방범,37.544752,126.880853,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로 102 서연빌라,방범,37.544847,126.874425,3,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 306 수명산 SK VIEW,방범,37.5449,126.829606,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16나길 37 금강빌라,방범,37.544971,126.864372,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로20길 7 ,방범,37.5449867,126.876227,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로18길 5 언드탑,방범,37.545011,126.875754,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로 106 ,방범,37.54517,126.87145,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16라길 33 ,방범,37.5452158,126.8631911,4,2021-01-29
양천구,서울특별시 양천구 신월동 월정로 316 전원주택,방범,37.5453,126.82901,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로30가길 62 ,방범,37.545303,126.873413,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로10길 30 ,방범,37.5453772,126.8687621,3,2021-01-29
양천구,목동 600-1,방범,37.545524,126.866699,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16라길 33 ,방범,37.5456093,126.8631013,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙남로16나길 59 ,방범,37.5456291,126.8642114,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙본로29길 20 ,방범,37.54568,126.86948,4,2021-01-29
양천구,목동 551-6,방범,37.54569,126.86779,2,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로 120 리첸스타,방범,37.54569,126.87619,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로 102 ,방범,37.545835,126.874486,4,2021-01-29
양천구,서울특별시 양천구 목동 안양천로 1179 SK OK 주유소,방범,37.54587647,126.8813477,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로24길 11 ,방범,37.54594387,126.8785811,4,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙로13가길 11 상일빌딩,방범,37.5459841,126.8801733,3,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로8다길 17 블레어빌,방범,37.5462012,126.866786,4,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 634 ,방범,37.546207,126.875756,4,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 614 ,방범,37.5462241,126.8737733,4,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 610 포미즈 여성병원,방범,37.5462386,126.872009,2,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 634 ,방범,37.546271,126.8750011,5,2021-01-29
양천구,서울특별시 양천구 목동 목동중앙북로 56 ,방범,37.546287,126.869475,4,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 642 ,방범,37.546356,126.87677,4,2021-01-29
양천구,서울특별시 양천구 목동 공항대로 648 ,방범,37.5466005,126.877836,3,2021-01-29
